# VulnTrends — Vulnerability backlog (monthly)
# Generated: 2026-07-22T18:11:15.020Z
# Total records: 55879
# Records per source: mozilla=1104, chrome=1467, msrc=26737, apple=5790, projectzero=0, pan=25, fortinet=716, cisco=0, adobe=12, nvd=32985, osv=0
# Source: https://vulntrends.org
#date,manufacturer,openCount
2024-07,Apple,176
2024-07,Cisco,550
2024-07,Fortinet,430
2024-07,Microsoft,11083
2024-07,Oracle,965
2024-07,Palo Alto,38
2024-07,Samsung,298
2024-08,Adobe,1891
2024-08,Apple,176
2024-08,Cisco,559
2024-08,Fortinet,432
2024-08,Microsoft,11358
2024-08,Oracle,965
2024-08,Palo Alto,40
2024-08,Samsung,315
2024-09,Adobe,1919
2024-09,Apple,172
2024-09,Cisco,568
2024-09,Fortinet,439
2024-09,Microsoft,11699
2024-09,Oracle,965
2024-09,Palo Alto,42
2024-09,Samsung,322
2024-10,Adobe,1973
2024-10,Apple,174
2024-10,Cisco,632
2024-10,Fortinet,440
2024-10,Microsoft,12146
2024-10,Oracle,1029
2024-10,Palo Alto,49
2024-10,Samsung,325
2024-11,Adobe,2030
2024-11,Apple,174
2024-11,Cisco,705
2024-11,Fortinet,453
2024-11,Microsoft,12466
2024-11,Oracle,1031
2024-11,Palo Alto,50
2024-11,Samsung,330
2024-12,Adobe,2204
2024-12,Apple,178
2024-12,Cisco,705
2024-12,Fortinet,457
2024-12,Microsoft,12719
2024-12,Oracle,1032
2024-12,Palo Alto,51
2024-12,Samsung,334
2025-01,Adobe,2218
2025-01,Apple,183
2025-01,Cisco,713
2025-01,Fortinet,501
2025-01,Microsoft,13117
2025-01,Oracle,1112
2025-01,Palo Alto,56
2025-01,Samsung,334
2025-02,Adobe,2269
2025-02,Apple,184
2025-02,Cisco,728
2025-02,Fortinet,515
2025-02,Microsoft,13241
2025-02,Oracle,1112
2025-02,Palo Alto,56
2025-02,Samsung,340
2025-03,Adobe,2312
2025-03,Apple,190
2025-03,Cisco,730
2025-03,Fortinet,536
2025-03,Microsoft,13599
2025-03,Oracle,1112
2025-03,Palo Alto,57
2025-03,Samsung,361
2025-04,Adobe,2364
2025-04,Apple,183
2025-04,Cisco,736
2025-04,Fortinet,544
2025-04,Microsoft,13851
2025-04,Oracle,1158
2025-04,Palo Alto,58
2025-04,Samsung,363
2025-05,Adobe,2404
2025-05,Apple,183
2025-05,Cisco,759
2025-05,Fortinet,546
2025-05,Microsoft,14068
2025-05,Oracle,1159
2025-05,Palo Alto,59
2025-05,Samsung,375
2025-06,Adobe,2659
2025-06,Apple,181
2025-06,Cisco,773
2025-06,Fortinet,560
2025-06,Microsoft,14174
2025-06,Oracle,1160
2025-06,Palo Alto,61
2025-06,Samsung,382
2025-07,Adobe,2730
2025-07,Apple,182
2025-07,Cisco,784
2025-07,Fortinet,565
2025-07,Microsoft,14625
2025-07,Oracle,1212
2025-07,Palo Alto,61
2025-07,Samsung,400
2025-08,Adobe,2809
2025-08,Apple,183
2025-08,Cisco,796
2025-08,Fortinet,577
2025-08,Microsoft,15009
2025-08,Oracle,1212
2025-08,Palo Alto,61
2025-08,Samsung,406
2025-09,Adobe,2833
2025-09,Apple,182
2025-09,Cisco,806
2025-09,Fortinet,578
2025-09,Microsoft,16710
2025-09,Oracle,1213
2025-09,Palo Alto,61
2025-09,Samsung,418
2025-10,Adobe,2869
2025-10,Apple,182
2025-10,Cisco,809
2025-10,Fortinet,607
2025-10,Microsoft,16766
2025-10,Oracle,1281
2025-10,Palo Alto,61
2025-10,Samsung,430
2025-11,Adobe,2898
2025-11,Apple,186
2025-11,Cisco,822
2025-11,Fortinet,622
2025-11,Microsoft,17035
2025-11,Oracle,1281
2025-11,Palo Alto,61
2025-11,Samsung,434
2025-12,Adobe,3033
2025-12,Apple,185
2025-12,Cisco,823
2025-12,Fortinet,639
2025-12,Microsoft,17365
2025-12,Oracle,1281
2025-12,Palo Alto,61
2025-12,Samsung,441
2026-01,Adobe,3058
2026-01,Apple,189
2026-01,Cisco,827
2026-01,Fortinet,646
2026-01,Microsoft,17673
2026-01,Oracle,1341
2026-01,Palo Alto,62
2026-01,Samsung,444
2026-02,Adobe,3102
2026-02,Apple,189
2026-02,Cisco,837
2026-02,Fortinet,653
2026-02,Microsoft,10343
2026-02,Oracle,1341
2026-02,Palo Alto,62
2026-02,Samsung,449
2026-03,Adobe,3183
2026-03,Apple,189
2026-03,Cisco,865
2026-03,Fortinet,671
2026-03,Microsoft,10450
2026-03,Oracle,1343
2026-03,Palo Alto,62
2026-03,Samsung,461
2026-04,Adobe,3237
2026-04,Apple,187
2026-04,Cisco,883
2026-04,Fortinet,700
2026-04,Microsoft,10578
2026-04,Oracle,1419
2026-04,Palo Alto,65
2026-04,Samsung,479
2026-05,Adobe,3288
2026-05,Apple,188
2026-05,Cisco,897
2026-05,Fortinet,710
2026-05,Microsoft,11736
2026-05,Oracle,1448
2026-05,Palo Alto,82
2026-05,Samsung,491
2026-06,Adobe,3430
2026-06,Apple,189
2026-06,Cisco,906
2026-06,Fortinet,711
2026-06,Microsoft,12190
2026-06,Oracle,1687
2026-06,Palo Alto,91
2026-06,Samsung,498
2026-07,Adobe,3433
2026-07,Apple,189
2026-07,Cisco,907
2026-07,Fortinet,722
2026-07,Microsoft,64
2026-07,Oracle,1687
2026-07,Palo Alto,92
2026-07,Samsung,498
